actual_dispatch_seconds,budget_overshoot_seconds,budget_seconds,cold_start_to_paths_seconds,completion_0.5s,completion_1.0s,completion_2.0s,controller,delivered_within_budget,dispatch_seconds,environment_construct_seconds,execution_authorized,family,final_makespan,final_soc,final_waits,first_makespan_steps,first_soc_steps,first_wait_steps,flow_completed,found_within_budget,initial_conflicts,initial_fingerprint,job_id,makespan,makespan_change,map_id,observed_first_feasible_seconds,protocol,repair_iteration_cap,repair_iterations,schedule_index,soc,soc_change,solver_seed,stage2_seed,startup_before_reset_seconds,status,success,task_id,timed_workers,ttf_seconds,waits,within_pair_position
2.5618088869999838,0.0,120.0,5.696457108999994,70.06180888699998,137.56180888699998,272.561808887,dual16,True,2.5618088869999838,0.010638958000015464,False,maze,135,15098,3783,135,15098,3783,True,True,127,3e77db6b8f21bde82ceb5e234f130e765568b84e2fcbd1208567d4f70efd78da,558e44fa83d08751a6fa875d,135,0,maze-32-32-4,2.2011722940000027,first_feasible,,26,10,15098,0,52,12629350,3.13464822200001,completed,True,maze-32-32-4__random_05__agents_0200,1,2.2011722940000027,3783,1
2.9494492530000116,0.0,120.0,6.071068087000015,76.44944925300001,149.949449253,296.949449253,official_adaptive,True,2.9494492530000116,0.00994361900001195,False,maze,147,16389,4844,147,16389,4844,True,True,127,3e77db6b8f21bde82ceb5e234f130e765568b84e2fcbd1208567d4f70efd78da,daf1e5ae9a8c19759037fb17,147,0,maze-32-32-4,2.471364255000026,first_feasible,,66,11,16389,0,52,12629350,3.121618834000003,completed,True,maze-32-32-4__random_05__agents_0200,1,2.471364255000026,4844,2
,,120.0,,,,,dual16,False,,,False,room,,,,,,,False,False,863,d739cf1895ad214e94a38c1c0cbe7bd5b492cae2518bc378be2ee5bf0405dd1e,3e8073d706bd2e2d6f084ea0,,,room-64-64-16,,first_feasible,,,12,,,51,1961433270,,no_feasible_solution,False,room-64-64-16__random_04__agents_0600,1,,,0
73.79785429799995,0.0,120.0,76.73622422399995,264.29785429799995,454.79785429799995,835.797854298,official_adaptive,True,73.79785429799995,0.013015854999991916,False,room,381,88786,37142,381,88786,37142,True,True,863,d739cf1895ad214e94a38c1c0cbe7bd5b492cae2518bc378be2ee5bf0405dd1e,b8e0412021b9fb277e0b3e3a,381,0,room-64-64-16,70.19373255099998,first_feasible,,180,13,88786,0,51,1961433270,2.938369926000007,completed,True,room-64-64-16__random_04__agents_0600,1,70.19373255099998,37142,1
119.44626833200005,0.0,120.0,122.89352889300005,315.44626833200005,511.44626833200005,903.446268332,v2-full,True,119.44626833200005,0.02454746500006877,False,room,392,87796,36116,392,87796,36116,True,True,863,d739cf1895ad214e94a38c1c0cbe7bd5b492cae2518bc378be2ee5bf0405dd1e,a787251e1b1f03491ed0e9b1,392,0,room-64-64-16,114.95863947700002,first_feasible,,263,14,87796,0,51,1961433270,3.4472605610000073,completed,True,room-64-64-16__random_04__agents_0600,1,114.95863947700002,36116,2
20.15543445200001,0.0,120.0,23.246190823000006,227.655434452,435.155434452,850.155434452,dual16,True,20.15543445200001,0.014711581000028673,False,room,415,93361,39403,415,93361,39403,True,True,821,5e3beb7466df5dec57c4dcdd02f278d205be74cf1d88135f5709f4e6c94c5849,a39027ab88476f233e44579c,415,0,room-64-64-16,19.256906929000024,first_feasible,,12,15,93361,0,52,650639667,3.0907563709999977,completed,True,room-64-64-16__random_04__agents_0600,1,19.256906929000024,39403,0
24.71230508699989,0.0,120.0,27.777148655999895,232.2123050869999,439.7123050869999,854.7123050869999,v2-full,True,24.71230508699989,0.02144080599998688,False,room,415,94584,40656,415,94584,40656,True,True,821,5e3beb7466df5dec57c4dcdd02f278d205be74cf1d88135f5709f4e6c94c5849,7aeee7ada479b06266992d02,415,0,room-64-64-16,23.69790658799991,first_feasible,,21,16,94584,0,52,650639667,3.064843569000004,completed,True,room-64-64-16__random_04__agents_0600,1,23.69790658799991,40656,1
27.21722901999999,0.0,120.0,30.408979896000005,222.71722902,418.21722902,809.21722902,official_adaptive,True,27.21722901999999,0.018837668000060148,False,room,391,93081,38851,391,93081,38851,True,True,821,5e3beb7466df5dec57c4dcdd02f278d205be74cf1d88135f5709f4e6c94c5849,4926f49aa4d51de056f05156,391,0,room-64-64-16,25.857764277,first_feasible,,51,17,93081,0,52,650639667,3.1917508760000146,completed,True,room-64-64-16__random_04__agents_0600,1,25.857764277,38851,2
24.18676974199991,0.0,120.0,27.135698596999987,232.1867697419999,440.1867697419999,856.1867697419999,official_adaptive,True,24.18676974199991,0.01362453700005517,False,room,416,102240,49913,416,102240,49913,True,True,153,7df1aa043536c4e993741cb2191543b99c4b2a04cb7af9925881793c0bae237e,373cf9d41d65dd632c1a1c44,416,0,room-64-64-16,22.734003935999908,first_feasible,,46,18,102240,0,51,684566360,2.9489288550000765,completed,True,room-64-64-16__random_05__agents_0600,1,22.734003935999908,49913,0
25.88103021800009,0.0,120.0,28.9205014690001,229.8810302180001,433.8810302180001,841.8810302180001,v2-full,True,25.88103021800009,0.015178479000041989,False,room,408,103702,50737,408,103702,50737,True,True,153,7df1aa043536c4e993741cb2191543b99c4b2a04cb7af9925881793c0bae237e,3e4105b0ce4ae42ab279849c,408,0,room-64-64-16,24.669425228000023,first_feasible,,26,19,103702,0,51,684566360,3.039471251000009,completed,True,room-64-64-16__random_05__agents_0600,1,24.669425228000023,50737,1
22.790769619999992,0.0,120.0,25.886873310000055,229.79076962,436.79076962,850.79076962,dual16,True,22.790769619999992,0.013630070999965938,False,room,414,104729,51614,414,104729,51614,True,True,153,7df1aa043536c4e993741cb2191543b99c4b2a04cb7af9925881793c0bae237e,bd1a56e7bad32811bb6168ce,414,0,room-64-64-16,21.80666677499994,first_feasible,,15,20,104729,0,51,684566360,3.0961036900000636,completed,True,room-64-64-16__random_05__agents_0600,1,21.80666677499994,51614,2
21.010319079000055,0.0,120.0,24.58299724599999,230.01031907900006,439.01031907900006,857.010319079,official_adaptive,True,21.010319079000055,0.02189301200007776,False,room,418,96221,44114,418,96221,44114,True,True,299,b94e52495151a61b3b2a9fd2eb8eabde1c25eb9e8b83d1d8ded2b7600e564ba5,f8e860f9573612adb41399f4,418,0,room-64-64-16,19.627379366000014,first_feasible,,51,21,96221,0,52,1074024141,3.5726781669999355,completed,True,room-64-64-16__random_05__agents_0600,1,19.627379366000014,44114,0
16.452642319000006,0.0,120.0,19.62536202499996,220.452642319,424.452642319,832.452642319,dual16,True,16.452642319000006,0.02035321500000009,False,room,408,92240,40259,408,92240,40259,True,True,299,b94e52495151a61b3b2a9fd2eb8eabde1c25eb9e8b83d1d8ded2b7600e564ba5,bb9865fc0e6369d563ff738a,408,0,room-64-64-16,15.596046204000004,first_feasible,,12,22,92240,0,52,1074024141,3.1727197059999526,completed,True,room-64-64-16__random_05__agents_0600,1,15.596046204000004,40259,1
19.283295812999995,0.0,120.0,22.478246332000026,219.783295813,420.283295813,821.283295813,v2-full,True,19.283295812999995,0.014081940999972176,False,room,401,93792,41767,401,93792,41767,True,True,299,b94e52495151a61b3b2a9fd2eb8eabde1c25eb9e8b83d1d8ded2b7600e564ba5,56f9f86d867038a47b5becf7,401,0,room-64-64-16,18.291215874000045,first_feasible,,21,23,93792,0,52,1074024141,3.194950519000031,completed,True,room-64-64-16__random_05__agents_0600,1,18.291215874000045,41767,2
19.992379383999946,0.0,120.0,23.020502513999986,216.49237938399995,412.99237938399995,805.992379384,v2-full,True,19.992379383999946,0.012598390999983167,False,room,393,94281,42589,393,94281,42589,True,True,390,12d50ee73a6deb76e1bae52e1ce5028ae0619b624ae094e029e3ecb7f06d4216,ff71d21187771e081b546e49,393,0,room-64-64-8,18.755628069999943,first_feasible,,35,24,94281,0,51,1389630055,3.02812313000004,completed,True,room-64-64-8__random_04__agents_0600,1,18.755628069999943,42589,0
26.761791241000083,0.0,120.0,29.747867229000008,223.26179124100008,419.7617912410001,812.7617912410001,official_adaptive,True,26.761791241000083,0.013535831000012877,False,room,393,92845,41071,393,92845,41071,True,True,390,12d50ee73a6deb76e1bae52e1ce5028ae0619b624ae094e029e3ecb7f06d4216,52fd366227da86fde1a2b843,393,0,room-64-64-8,24.575062510000066,first_feasible,,99,25,92845,0,51,1389630055,2.986075987999925,completed,True,room-64-64-8__random_04__agents_0600,1,24.575062510000066,41071,1
20.38142449499992,0.0,120.0,23.555099696999946,216.88142449499992,413.3814244949999,806.3814244949999,dual16,True,20.38142449499992,0.014323822000051223,False,room,393,93247,40887,393,93247,40887,True,True,390,12d50ee73a6deb76e1bae52e1ce5028ae0619b624ae094e029e3ecb7f06d4216,ea5d3f37fe0ce9abf388b53a,393,0,room-64-64-8,19.354484429999957,first_feasible,,25,26,93247,0,51,1389630055,3.1736752020000267,completed,True,room-64-64-8__random_04__agents_0600,1,19.354484429999957,40887,2
26.653071171999954,0.0,120.0,29.859352561000037,217.65307117199995,408.65307117199995,790.653071172,v2-full,True,26.653071171999954,0.014184265999915624,False,room,382,98836,44728,382,98836,44728,True,True,911,93ece03ba8369b77b2e0fd68ea52a89132b5fba7ef471d015287d000bb0c87a2,ffbc0daaf9fb54c14f1c9283,382,0,room-64-64-8,25.24482480200004,first_feasible,,41,27,98836,0,52,151698060,3.2062813890000825,completed,True,room-64-64-8__random_04__agents_0600,1,25.24482480200004,44728,0
30.227894358999947,0.0,120.0,33.287054406999914,213.72789435899995,397.22789435899995,764.227894359,dual16,True,30.227894358999947,0.014199226000073395,False,room,367,99069,44111,367,99069,44111,True,True,911,93ece03ba8369b77b2e0fd68ea52a89132b5fba7ef471d015287d000bb0c87a2,3219dbd484a581c647858e49,367,0,room-64-64-8,29.14035227399995,first_feasible,,32,28,99069,0,52,151698060,3.059160047999967,completed,True,room-64-64-8__random_04__agents_0600,1,29.14035227399995,44111,1
35.72883034000006,0.0,120.0,38.75029854299987,217.72883034000006,399.72883034000006,763.7288303400001,official_adaptive,True,35.72883034000006,0.01320967800006656,False,room,364,99698,46280,364,99698,46280,True,True,911,93ece03ba8369b77b2e0fd68ea52a89132b5fba7ef471d015287d000bb0c87a2,57fb521dd8c5e57cc3edb9be,364,0,room-64-64-8,33.19112945000006,first_feasible,,122,29,99698,0,52,151698060,3.021468202999813,completed,True,room-64-64-8__random_04__agents_0600,1,33.19112945000006,46280,2
41.09043464399997,0.0,120.0,44.293520425999986,192.09043464399997,343.09043464399997,645.090434644,dual16,True,41.09043464399997,0.015575130000115678,False,room,302,86005,36097,302,86005,36097,True,True,661,55305ccdc004b9da89e63e18d15ca12193d22bee94a108bee42320b84abf925b,f031ddef3973634e0e402b00,302,0,room-64-64-8,39.44419846400001,first_feasible,,80,30,86005,0,51,1901453451,3.2030857820000165,completed,True,room-64-64-8__random_05__agents_0600,1,39.44419846400001,36097,0
33.96853130799991,0.0,120.0,37.22146423200002,191.4685313079999,348.9685313079999,663.9685313079999,official_adaptive,True,33.96853130799991,0.016022991999989245,False,room,315,88331,37583,315,88331,37583,True,True,661,55305ccdc004b9da89e63e18d15ca12193d22bee94a108bee42320b84abf925b,83c4f54fac16fc2897bc165a,315,0,room-64-64-8,31.291074240999933,first_feasible,,147,31,88331,0,51,1901453451,3.252932924000106,completed,True,room-64-64-8__random_05__agents_0600,1,31.291074240999933,37583,1
23.321039027000097,0.0,120.0,26.44210255200005,177.3210390270001,331.3210390270001,639.3210390270001,v2-full,True,23.321039027000097,0.01870041699999092,False,room,308,85909,36011,308,85909,36011,True,True,661,55305ccdc004b9da89e63e18d15ca12193d22bee94a108bee42320b84abf925b,7bb2e41ba0592b16e652fb5e,308,0,room-64-64-8,21.81320103300004,first_feasible,,50,32,85909,0,51,1901453451,3.121063524999954,completed,True,room-64-64-8__random_05__agents_0600,1,21.81320103300004,36011,2
20.003864497999984,0.0,120.0,23.294269501000144,156.50386449799998,293.003864498,566.003864498,dual16,True,20.003864497999984,0.012304545000006328,False,room,273,80947,32095,273,80947,32095,True,True,727,2e6843c53cf1b3fcaa4fddec6fee68f47b61bc5164dd319af03178e8c2cf9071,562a7c27f8719c2bbac991de,273,0,room-64-64-8,18.98833281999987,first_feasible,,33,33,80947,0,52,1061822592,3.29040500300016,completed,True,room-64-64-8__random_05__agents_0600,1,18.98833281999987,32095,0
19.96322690299985,0.0,120.0,23.22337113100002,158.96322690299985,297.96322690299985,575.9632269029998,v2-full,True,19.96322690299985,0.016840773000012632,False,room,278,82200,32674,278,82200,32674,True,True,727,2e6843c53cf1b3fcaa4fddec6fee68f47b61bc5164dd319af03178e8c2cf9071,cc62c92d143fcf019bde0ac6,278,0,room-64-64-8,18.771838909999815,first_feasible,,45,34,82200,0,52,1061822592,3.260144228000172,completed,True,room-64-64-8__random_05__agents_0600,1,18.771838909999815,32674,1
24.525895949000187,0.0,120.0,27.569066483000142,163.5258959490002,302.5258959490002,580.5258959490002,official_adaptive,True,24.525895949000187,0.015453201999889643,False,room,278,80569,30537,278,80569,30537,True,True,727,2e6843c53cf1b3fcaa4fddec6fee68f47b61bc5164dd319af03178e8c2cf9071,7dc51f848979c07e2aef5c44,278,0,room-64-64-8,22.494774206000102,first_feasible,,110,35,80569,0,52,1061822592,3.0431705339999553,completed,True,room-64-64-8__random_05__agents_0600,1,22.494774206000102,30537,2
1.4930132459999186,0.0,120.0,4.4011559600000965,54.99301324599992,108.49301324599992,215.49301324599992,official_adaptive,True,1.4930132459999186,0.016382058000090183,False,warehouse,107,18622,2484,107,18622,2484,True,True,27,c1d441682cb2cff8c8207c9ddce47e0a64bb11823d0e1e5ae4a50a3b6fc2a2a2,0decf2fe3ce43ef8bf784902,107,0,very_high_confirm_v2_station_centric_0000,1.1643620689999352,first_feasible,,23,36,18622,0,51,1771933755,2.908142714000178,completed,True,very_high_confirm_v2_station_centric_0000__task_0000,1,1.1643620689999352,2484,0
2.5681781749999573,0.0,120.0,5.659648122999897,56.06817817499996,109.56817817499996,216.56817817499996,v2-full,True,2.5681781749999573,0.017105479999827367,False,warehouse,107,18864,2758,107,18864,2758,True,True,27,c1d441682cb2cff8c8207c9ddce47e0a64bb11823d0e1e5ae4a50a3b6fc2a2a2,6c718a8e27f75e55fc74dd4f,107,0,very_high_confirm_v2_station_centric_0000,2.2062804560000586,first_feasible,,22,37,18864,0,51,1771933755,3.09146994799994,completed,True,very_high_confirm_v2_station_centric_0000__task_0000,1,2.2062804560000586,2758,1
1.3784466869999505,0.0,120.0,4.882759798999814,54.87844668699995,108.37844668699995,215.37844668699995,dual16,True,1.3784466869999505,0.03195549299994127,False,warehouse,107,18577,2467,107,18577,2467,True,True,27,c1d441682cb2cff8c8207c9ddce47e0a64bb11823d0e1e5ae4a50a3b6fc2a2a2,d05961b779af3c001b6ec2be,107,0,very_high_confirm_v2_station_centric_0000,1.0846957750000001,first_feasible,,6,38,18577,0,51,1771933755,3.5043131119998634,completed,True,very_high_confirm_v2_station_centric_0000__task_0000,1,1.0846957750000001,2467,2
1.6130386049999288,0.0,120.0,4.629244127999982,58.61303860499993,115.61303860499993,229.61303860499993,official_adaptive,True,1.6130386049999288,0.01424625599997853,False,warehouse,114,18144,2290,114,18144,2290,True,True,17,8234414f86f462e63d6bc9acb5f57c7c58314a85e42c447a2604820efc821f63,0da08a5dd9aff1d19ea1f483,114,0,very_high_confirm_v2_station_centric_0000,1.2408261440000388,first_feasible,,26,39,18144,0,52,1899606215,3.0162055230000533,completed,True,very_high_confirm_v2_station_centric_0000__task_0000,1,1.2408261440000388,2290,0
1.1682708899998033,0.0,120.0,5.175051400999791,54.6682708899998,108.1682708899998,215.1682708899998,dual16,True,1.1682708899998033,0.02455487199995332,False,warehouse,107,18059,2205,107,18059,2205,True,True,17,8234414f86f462e63d6bc9acb5f57c7c58314a85e42c447a2604820efc821f63,3e169f708750e3999db49840,107,0,very_high_confirm_v2_station_centric_0000,0.8408994769999936,first_feasible,,5,40,18059,0,52,1899606215,4.006780510999988,completed,True,very_high_confirm_v2_station_centric_0000__task_0000,1,0.8408994769999936,2205,1
1.2860462310000003,0.0,120.0,5.421177256999954,54.786046231,108.286046231,215.286046231,v2-full,True,1.2860462310000003,0.03257976800000506,False,warehouse,107,18060,2242,107,18060,2242,True,True,17,8234414f86f462e63d6bc9acb5f57c7c58314a85e42c447a2604820efc821f63,de582fab2157c861ed77fc8f,107,0,very_high_confirm_v2_station_centric_0000,0.9076435740000761,first_feasible,,7,41,18060,0,52,1899606215,4.135131025999954,completed,True,very_high_confirm_v2_station_centric_0000__task_0000,1,0.9076435740000761,2242,2
3.450811002999899,0.0,120.0,7.086243978999846,60.4508110029999,117.4508110029999,231.4508110029999,v2-full,True,3.450811002999899,0.017568715999914275,False,warehouse,114,18574,2047,114,18574,2047,True,True,30,7b5fdae5e7dc33c21b161cf9aeb40a5ce13543636a812cb01602a4ab47f52f7f,9c3af9d6a1729bfaf97d3805,114,0,very_high_confirm_v2_station_centric_0001,2.9757609929999944,first_feasible,,39,42,18574,0,51,1462373897,3.6354329759999473,completed,True,very_high_confirm_v2_station_centric_0001__task_0000,1,2.9757609929999944,2047,0
2.314191146999974,0.0,120.0,6.20821642199985,55.814191146999974,109.31419114699997,216.31419114699997,official_adaptive,True,2.314191146999974,0.018570909000118263,False,warehouse,107,18428,2131,107,18428,2131,True,True,30,7b5fdae5e7dc33c21b161cf9aeb40a5ce13543636a812cb01602a4ab47f52f7f,7a5523a05aeaea005dda36da,107,0,very_high_confirm_v2_station_centric_0001,1.8634254270000383,first_feasible,,45,43,18428,0,51,1462373897,3.8940252749998763,completed,True,very_high_confirm_v2_station_centric_0001__task_0000,1,1.8634254270000383,2131,1
1.9542811480000637,0.0,120.0,5.760867076000068,55.454281148000064,108.95428114800006,215.95428114800006,dual16,True,1.9542811480000637,0.018829568000001018,False,warehouse,107,18495,2052,107,18495,2052,True,True,30,7b5fdae5e7dc33c21b161cf9aeb40a5ce13543636a812cb01602a4ab47f52f7f,7546ecde1f7627b76f2c61d3,107,0,very_high_confirm_v2_station_centric_0001,1.6090771090000544,first_feasible,,14,44,18495,0,51,1462373897,3.806585928000004,completed,True,very_high_confirm_v2_station_centric_0001__task_0000,1,1.6090771090000544,2052,2
2.6874290869998276,0.0,120.0,5.826151003999939,59.68742908699983,116.68742908699983,230.68742908699983,v2-full,True,2.6874290869998276,0.015153853000128947,False,warehouse,114,18093,1928,114,18093,1928,True,True,26,47482d87d86e9533f68003f4310812e5e87979b495188b58431c34bb60973461,1284db1b9af8e28582154a29,114,0,very_high_confirm_v2_station_centric_0001,2.252830526000025,first_feasible,,42,45,18093,0,52,2091105773,3.1387219170001117,completed,True,very_high_confirm_v2_station_centric_0001__task_0000,1,2.252830526000025,1928,0
1.4940562069998577,0.0,120.0,4.6800857529999575,86.99405620699986,172.49405620699986,343.49405620699986,dual16,True,1.4940562069998577,0.01477445299997271,False,warehouse,171,18140,1889,171,18140,1889,True,True,26,47482d87d86e9533f68003f4310812e5e87979b495188b58431c34bb60973461,b100019167911da36c6a9514,171,0,very_high_confirm_v2_station_centric_0001,1.1631206819999989,first_feasible,,12,46,18140,0,52,2091105773,3.1860295460001,completed,True,very_high_confirm_v2_station_centric_0001__task_0000,1,1.1631206819999989,1889,1
4.518368516999999,0.0,120.0,7.843626293999932,61.518368517,118.518368517,232.518368517,official_adaptive,True,4.518368516999999,0.013890800999888597,False,warehouse,114,18032,1875,114,18032,1875,True,True,26,47482d87d86e9533f68003f4310812e5e87979b495188b58431c34bb60973461,043b62595bf8572acc528809,114,0,very_high_confirm_v2_station_centric_0001,3.5756443860000218,first_feasible,,202,47,18032,0,52,2091105773,3.3252577769999334,completed,True,very_high_confirm_v2_station_centric_0001__task_0000,1,3.5756443860000218,1875,2
1.1309446469999784,0.0,120.0,4.168332848999853,61.63094464699998,122.13094464699998,243.13094464699998,dual16,True,1.1309446469999784,0.017896537000069657,False,warehouse,121,18503,1958,121,18503,1958,True,True,14,c9a271cabbb965645407499aa6eacf9628b9b35ef797816b600f3c91e664bbbc,f09bb18ab45fe6d9896284ad,121,0,very_high_confirm_v2_station_centric_0002,0.8142702459999782,first_feasible,,7,48,18503,0,51,590887480,3.0373882019998746,completed,True,very_high_confirm_v2_station_centric_0002__task_0000,1,0.8142702459999782,1958,0
1.0990531560000818,0.0,120.0,4.043034592999902,60.59905315600008,120.09905315600008,239.09905315600008,official_adaptive,True,1.0990531560000818,0.026476907999949617,False,warehouse,119,18597,2080,119,18597,2080,True,True,14,c9a271cabbb965645407499aa6eacf9628b9b35ef797816b600f3c91e664bbbc,b6baf93eb8fc731a165b2ba9,119,0,very_high_confirm_v2_station_centric_0002,0.7562702900002023,first_feasible,,20,49,18597,0,51,590887480,2.9439814369998203,completed,True,very_high_confirm_v2_station_centric_0002__task_0000,1,0.7562702900002023,2080,1
0.9562498129998858,0.0,120.0,4.382306256999982,60.456249812999886,119.95624981299989,238.95624981299989,v2-full,True,0.9562498129998858,0.01666036599999643,False,warehouse,119,18532,1993,119,18532,1993,True,True,14,c9a271cabbb965645407499aa6eacf9628b9b35ef797816b600f3c91e664bbbc,6d5cd9678d4964c9dc4ad0b8,119,0,very_high_confirm_v2_station_centric_0002,0.6758494839998548,first_feasible,,5,50,18532,0,51,590887480,3.4260564440000962,completed,True,very_high_confirm_v2_station_centric_0002__task_0000,1,0.6758494839998548,1993,2
0.9510092489999806,0.0,120.0,4.179091477000156,66.45100924899998,131.95100924899998,262.951009249,dual16,True,0.9510092489999806,0.022939607999887812,False,warehouse,131,18351,1800,131,18351,1800,True,True,4,8ad485ffed865f45ece7879d71f3e747625e80a79c2bbcf23c59034286122c5d,f77d32c7d1541187d51988e2,131,0,very_high_confirm_v2_station_centric_0002,0.6787096519999523,first_feasible,,5,51,18351,0,52,1498630401,3.2280822280001757,completed,True,very_high_confirm_v2_station_centric_0002__task_0000,1,0.6787096519999523,1800,0
7.619460844999821,0.0,120.0,10.74069101799978,73.11946084499982,138.61946084499982,269.6194608449998,v2-full,True,7.619460844999821,0.02267686799996227,False,warehouse,131,18467,1898,131,18467,1898,True,True,4,8ad485ffed865f45ece7879d71f3e747625e80a79c2bbcf23c59034286122c5d,c80dac6cd9244dfbbf007b75,131,0,very_high_confirm_v2_station_centric_0002,6.332849382999939,first_feasible,,201,52,18467,0,52,1498630401,3.121230172999958,completed,True,very_high_confirm_v2_station_centric_0002__task_0000,1,6.332849382999939,1898,1
